"From","Line","Target","ExactExists","NameExists","FileName"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2631","run_trace.bat program.uxm","False","False","run_trace.bat program.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2632","run_tests.bat","False","True","run_tests.bat"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2642","README.md","False","True","readme.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2644","CHANGELOG.md","False","False","changelog.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2645","CONTRIBUTING.md","False","False","contrıbutıng.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2672","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2673","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2674","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","463","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","744","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","1242","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2104","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2150","tests_fp\test_fp01_add_int.uxm","False","False","test_fp01_add_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2176","tests_fp\test_fp02_sub_int.uxm","False","False","test_fp02_sub_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2201","tests_fp\test_fp03_mul_int.uxm","False","False","test_fp03_mul_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2226","tests_fp\test_fp04_div_int.uxm","False","False","test_fp04_div_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2251","tests_fp\test_fp05_from_string.uxm","False","False","test_fp05_from_string.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2266","tests_fp\test_fp06_add_dec_string.uxm","False","False","test_fp06_add_dec_string.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2349","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2350","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2351","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2352","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2361","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2363","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2365","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2367","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2400","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2401","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2404","UXM_LANGUAGE_SPEC.md","False","True","uxm_language_spec.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2550","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2589","test20_fifo_char_order.uxm","False","True","test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2590","test_fp04_div_int.uxm","False","False","test_fp04_div_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2591","test_fp06_add_dec_string.uxm","False","False","test_fp06_add_dec_string.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2621","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe","False","False","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2622","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json","False","False","program.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2623","nasm -f win64 build\program.asm -o build\program.obj","False","False","program.obj"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2624","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe","False","False","program.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2630","build_native.bat program.uxm","False","False","build_native.bat program.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2631","run_trace.bat program.uxm","False","False","run_trace.bat program.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2632","run_tests.bat","False","True","run_tests.bat"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2642","README.md","False","True","readme.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2644","CHANGELOG.md","False","False","changelog.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2645","CONTRIBUTING.md","False","False","contrıbutıng.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2672","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2673","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2674","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
